代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.98,11.1,10.94,11.08,10.99,0.82,978159336.86
000021,深科技,36.55,37.84,35.17,37.18,36.43,2.06,5743976667.65
000063,中兴通讯,35.12,36.46,34.8,36.3,35.1,3.42,6345225600.96
000100,TCL科技,4.38,4.45,4.26,4.43,4.4,0.68,3415470872.99
000166,申万宏源,4.43,4.48,4.41,4.46,4.43,0.68,405088496.04
000301,东方盛虹,12.35,12.35,11.96,12.16,12.2,-0.33,206272255.0
000333,美的集团,81.26,82.79,81.22,82.6,81.7,1.1,2162929060.26
000338,潍柴动力,33.03,33.33,30.33,32.22,33.7,-4.39,6707391063.5
000408,藏格矿业,78.01,79.75,75.75,79.24,76.05,4.19,1124023884.9
000425,徐工机械,9.73,9.76,9.5,9.67,9.81,-1.43,767884769.84
000538,云南白药,49.8,50.43,49.32,49.46,49.82,-0.72,489977560.23
000568,泸州老窖,89.6,90.83,88.31,88.5,90.4,-2.1,1295899000.7
000617,中油资本,7.9,7.93,7.7,7.79,7.88,-1.14,554943158.56
000630,铜陵有色,7.01,7.15,6.86,7.08,6.82,3.81,3846267411.3
000636,风华高科,53.48,60.56,52.5,59.91,55.05,8.83,11121450010.75
000651,格力电器,39.09,39.73,39.0,39.52,39.09,1.1,1826653782.53
000657,中钨高新,64.13,67.1,61.3,66.51,63.18,5.27,5381284925.2
000725,京东方Ａ,5.31,5.54,5.11,5.47,5.36,2.05,16146951841.13
000776,广发证券,18.93,19.19,18.66,18.99,19.0,-0.05,1300648398.47
000792,盐湖股份,30.49,30.62,29.67,30.35,30.38,-0.1,2441062764.17
000807,云铝股份,29.71,30.42,29.23,30.29,28.91,4.77,2257814055.68
000838,*ST发展,1.88,1.95,1.88,1.92,1.91,0.52,47179268.0
000858,五 粮 液,83.38,83.98,82.42,82.71,83.41,-0.84,1977315316.38
000895,双汇发展,24.99,25.23,24.84,24.93,25.03,-0.4,201227311.07
000938,紫光股份,28.29,28.69,27.65,28.21,27.84,1.33,4233144330.11
000958,电投产融,6.17,6.35,6.16,6.31,6.2,1.77,496428811.8
000977,浪潮信息,64.96,65.97,63.5,65.0,64.14,1.34,4964520948.8
000988,华工科技,144.8,151.36,141.22,149.25,143.07,4.32,11402516966.77
001280,中国铀业,70.53,71.85,68.75,71.18,70.86,0.45,536467631.97
001289,龙源电力,18.98,19.18,18.45,18.8,18.98,-0.95,277599474.91
001309,德明利,600.0,611.66,583.0,605.9,597.41,1.42,6626039257.99
001389,广合科技,182.09,186.25,173.0,181.06,182.3,-0.68,1815982961.57
002001,新 和 成,29.85,30.4,29.84,30.25,29.85,1.34,848959208.74
002008,大族激光,125.1,129.76,123.32,127.0,124.91,1.67,4671385990.42
002027,分众传媒,5.65,5.69,5.52,5.55,5.68,-2.29,945227030.89
002028,思源电气,214.19,214.49,204.0,206.27,216.0,-4.5,2439154206.32
002049,紫光国微,76.55,77.66,75.0,76.19,76.51,-0.42,2407967085.55
002050,三花智控,45.22,45.88,44.5,45.17,44.57,1.35,5147205754.14
002080,中材科技,63.24,65.73,60.6,65.43,64.04,2.17,4333582959.04
002142,宁波银行,31.48,31.75,31.09,31.6,31.41,0.6,925895920.9
002156,通富微电,61.39,64.69,59.4,63.84,61.39,3.99,10193057481.03
002179,中航光电,35.9,36.04,34.79,35.63,35.84,-0.59,1222647279.1
002185,华天科技,18.25,18.65,17.51,18.33,18.43,-0.54,10095826478.07
002202,金风科技,23.23,23.39,22.36,23.24,23.46,-0.94,2632826253.66
002230,科大讯飞,49.31,49.45,47.88,48.26,49.14,-1.79,2593490745.64
002241,歌尔股份,26.31,27.1,25.98,26.7,26.5,0.75,3978937414.71
002281,光迅科技,201.0,217.66,198.0,215.11,204.3,5.29,15182407634.34
002311,海大集团,48.4,48.5,46.3,47.2,48.56,-2.8,508509678.93
002352,顺丰控股,35.13,35.21,34.87,34.9,35.13,-0.65,459463279.45
002353,杰瑞股份,147.7,150.74,142.66,148.09,147.0,0.74,2880562068.02
002371,北方华创,586.1,615.79,584.19,602.8,589.89,2.19,7607842356.73
002379,宏桥控股,21.31,21.41,20.61,21.05,20.96,0.43,463960716.65
002384,东山精密,200.0,210.93,196.9,210.93,191.75,10.0,22069747135.03
002409,雅克科技,104.87,112.0,103.4,109.63,104.99,4.42,2783748882.73
002415,海康威视,30.11,30.96,30.0,30.75,30.06,2.3,2272434740.48
002428,云南锗业,81.74,88.14,78.25,86.37,82.06,5.25,8955503542.93
002460,赣锋锂业,70.58,70.6,66.96,68.98,69.86,-1.26,3387497942.92
002463,沪电股份,124.0,131.99,119.2,131.0,122.51,6.93,10748522009.81
002466,天齐锂业,62.07,62.33,59.28,61.29,62.17,-1.42,3315221600.72
002475,立讯精密,70.01,74.83,68.15,74.0,70.71,4.65,16748451139.25
002484,江海股份,77.28,86.1,76.3,83.46,79.15,5.45,5640042313.17
002493,荣盛石化,11.48,11.62,11.22,11.55,11.5,0.43,519737331.98
002594,比亚迪,96.0,96.88,94.31,96.76,93.65,3.32,5321331038.06
002600,领益智造,14.91,14.97,14.42,14.67,14.97,-2.0,2183449092.25
002602,世纪华通,15.33,15.35,14.77,14.98,15.21,-1.51,1441143381.42
002648,卫星化学,24.05,24.14,23.51,23.64,23.81,-0.71,780750661.62
002653,海思科,51.14,51.45,48.8,50.29,50.13,0.32,333530991.99
002709,天赐材料,52.99,53.28,50.84,52.11,51.73,0.73,3474129124.29
002714,牧原股份,37.82,37.94,36.6,36.76,37.82,-2.8,2005555194.65
002736,国信证券,10.14,10.2,10.06,10.17,10.15,0.2,239147654.16
002816,*ST和科,24.8,25.35,24.57,25.04,24.81,0.93,48156003.01
002837,英维克,66.3,68.0,64.4,67.49,66.06,2.16,3423665588.2
002851,麦格米特,140.0,147.95,140.0,147.95,134.5,10.0,4910421195.79
002916,深南电路,386.08,404.0,369.0,398.8,380.0,4.95,5633105137.92
002938,鹏鼎控股,103.0,113.67,100.13,111.89,103.34,8.27,7861521933.16
003816,中国广核,4.66,4.75,4.63,4.66,4.69,-0.64,547567795.46
159516,半导体设备ETF国泰,1.148,1.186,1.133,1.164,1.143,1.84,3278925981.94
159558,半导体设备ETF易方达,2.682,2.783,2.655,2.73,2.683,1.75,939489600.446
300014,亿纬锂能,64.8,65.8,63.4,65.48,64.99,0.75,4093693639.0
300015,爱尔眼科,9.18,9.19,9.05,9.08,9.2,-1.3,583835769.0
300033,同花顺,227.98,228.66,220.85,226.23,228.87,-1.15,3900827366.0
300054,鼎龙股份,65.92,68.41,65.92,67.44,65.82,2.46,1970031506.0
300059,东方财富,18.91,19.09,18.65,18.91,18.97,-0.32,5023223268.0
300124,汇川技术,74.96,77.74,74.88,76.47,74.5,2.64,2788552323.0
300136,信维通信,92.08,93.99,88.0,91.97,91.53,0.48,7384278139.0
300223,北京君正,143.03,145.2,137.48,142.27,144.11,-1.28,5106082356.0
300274,阳光电源,179.99,181.01,167.5,172.7,174.0,-0.75,10944223210.0
300285,国瓷材料,51.44,59.68,50.13,58.45,51.6,13.28,8265864591.0
300308,中际旭创,1153.6,1205.58,1140.01,1191.81,1130.0,5.47,34167017419.0
300394,天孚通信,435.08,463.01,424.47,457.0,428.88,6.56,21081925808.0
300408,三环集团,122.0,138.18,120.02,134.46,125.63,7.03,11527844351.0
300433,蓝思科技,41.68,43.0,40.3,41.23,41.83,-1.43,7225102605.0
300442,润泽科技,79.61,81.36,75.77,80.23,82.19,-2.38,4304198571.0
300475,香农芯创,168.0,179.35,165.3,175.13,167.09,4.81,6050831569.0
300476,胜宏科技,343.0,356.31,334.16,349.08,342.35,1.97,14573679045.0
300498,温氏股份,13.6,13.7,13.15,13.22,13.63,-3.01,746430684.0
300502,新易盛,696.0,752.0,693.1,747.0,679.82,9.88,28143777059.0
300555,ST路通,13.34,13.62,13.1,13.49,13.28,1.58,19133696.0
300567,精测电子,187.25,194.93,182.84,187.0,184.23,1.5,1682049230.0
300604,长川科技,205.0,212.3,199.73,207.62,203.64,1.95,4818477593.0
300620,光库科技,284.15,323.33,283.0,320.02,278.65,14.85,8737358696.0
300661,圣邦股份,106.0,109.5,102.3,106.58,105.66,0.87,3180080255.0
300666,江丰电子,188.6,215.88,188.6,209.22,188.06,11.25,5361965694.0
300750,宁德时代,425.0,437.75,423.0,433.89,420.1,3.28,16719046201.0
300751,迈为股份,238.36,241.36,217.51,218.72,242.48,-9.8,3186754341.0
300757,罗博特科,607.3,652.58,591.27,650.59,595.98,9.16,5764934657.0
300760,迈瑞医疗,149.02,149.16,146.71,146.99,149.43,-1.63,1213625584.0
300857,协创数据,241.19,242.68,226.8,235.53,236.46,-0.39,4631823637.0
300999,金龙鱼,27.17,27.95,26.9,27.0,27.44,-1.6,393093129.0
301165,锐捷网络,61.81,64.4,60.55,63.71,61.4,3.76,669666738.0
301200,大族数控,273.83,284.9,261.0,279.1,275.8,1.2,1438090213.0
301217,铜冠铜箔,105.0,106.0,97.4,103.63,104.89,-1.2,3287260406.0
