序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920223,荣亿精密,15.83,29.97,3.65,189298.0,274904421.24,32.92,15.83,11.82,12.12,12.18,5.01,23.18,-110.88,10.76,2489821550.0,1292919208.0,0.0,0.0,-2.28,-29.3
2,920021,流金科技,8.85,29.96,2.04,727752.0,587557439.47,31.13,8.85,6.73,6.78,6.81,8.41,29.4,208.85,4.24,2734649850.0,2190858856.0,0.0,0.0,1.03,31.89
3,301151,冠龙节能,20.74,20.02,3.46,84842.0,169487559.4,16.67,20.74,17.86,17.99,17.28,3.22,5.03,132.15,1.7,3505145034.0,3500508254.0,0.0,0.0,13.83,11.51
4,300364,中文在线,27.28,20.02,4.55,1430490.0,3641103276.03,18.48,27.28,23.08,23.12,22.73,3.69,21.64,-231.11,75.44,19873483219.0,18034416887.0,0.0,0.0,14.53,8.6
5,300911,亿田智能,26.63,20.01,4.44,290550.0,721101172.79,22.89,26.63,21.55,22.13,22.19,2.37,16.96,-45.12,4.58,4882434449.0,4562899268.0,0.0,0.0,10.59,-20.03
6,300413,芒果超媒,16.98,20.0,2.83,655322.0,1086735443.94,11.17,16.98,15.4,15.5,14.15,4.56,6.41,78.75,1.38,31764839439.0,17348465287.0,0.0,0.0,3.54,-29.72
7,301218,华是科技,58.14,20.0,9.69,173274.0,940600132.75,17.83,58.14,49.5,49.5,48.45,0.93,24.17,-226.99,7.31,6630285600.0,4168821781.0,0.0,0.0,37.22,145.94
8,301262,海看股份,22.33,19.99,3.72,349707.0,736961654.08,16.93,22.33,19.18,19.58,18.61,10.19,28.65,29.3,2.41,9311610000.0,2725943503.0,0.0,0.0,9.57,-8.18
9,301231,荣信文化,31.28,19.98,5.21,127475.0,374774759.17,16.42,31.28,27.0,27.4,26.07,3.85,19.48,-80.93,3.27,2640032000.0,2046681680.0,0.0,0.0,-7.48,0.64
10,300010,ST豆神,3.68,19.09,0.59,1788809.0,615619641.04,19.74,3.69,3.08,3.09,3.09,1.46,10.93,-155.88,4.32,7605134585.0,6023329766.0,0.27,0.55,33.82,-49.17
11,688601,力芯微,64.66,18.21,9.96,162163.0,1005818220.0,22.85,65.5,53.0,53.88,54.7,2.81,12.13,-1077.7,6.93,8644569982.0,8644569982.0,0.19,0.47,19.76,52.18
12,300709,精研科技,48.3,16.16,6.72,348454.0,1616140026.71,18.28,48.9,41.3,41.57,41.58,2.21,23.25,322.75,4.04,9014894622.0,7237762776.0,0.0,0.1,-5.26,2.53
