代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.89,10.9,10.77,10.84,10.86,-0.18,872562155.0
000010,*ST美丽,3.42,3.52,3.4,3.52,3.42,2.92,66398715.0
000021,深科技,29.83,29.96,29.1,29.87,29.24,2.15,2571311875.0
000063,中兴通讯,37.48,37.53,36.53,37.26,37.08,0.49,3737483046.0
000100,TCL科技,4.83,4.84,4.7,4.79,4.75,0.84,2046391623.0
000166,申万宏源,5.05,5.07,4.98,5.02,5.03,-0.2,648105328.0
000301,东方盛虹,12.38,12.65,12.33,12.56,12.18,3.12,468864721.0
000333,美的集团,77.8,78.89,77.43,77.91,77.85,0.08,2691523350.0
000338,潍柴动力,23.2,24.42,23.02,24.31,22.57,7.71,3045542745.0
000408,藏格矿业,84.5,87.39,82.86,87.3,81.77,6.76,1546445402.0
000425,徐工机械,10.69,11.35,10.6,11.3,10.54,7.21,1986679482.0
000538,云南白药,55.55,56.0,55.39,56.0,55.51,0.88,384052015.0
000568,泸州老窖,120.94,124.27,120.35,122.3,122.0,0.25,1743384439.0
000617,中油资本,8.87,8.9,8.76,8.89,8.82,0.79,461670834.0
000630,铜陵有色,7.09,7.95,6.88,7.84,7.44,5.38,10233640841.0
000636,风华高科,19.6,20.07,19.3,20.0,19.37,3.25,718017070.0
000651,格力电器,38.53,38.79,38.18,38.36,38.54,-0.47,1442955438.0
000657,中钨高新,47.87,48.7,45.83,47.02,45.6,3.11,4195850312.0
000725,京东方Ａ,4.3,4.33,4.22,4.31,4.24,1.65,2691952493.0
000776,广发证券,21.8,21.86,21.1,21.43,21.72,-1.34,1581866867.0
000792,盐湖股份,32.47,33.44,31.98,33.26,31.58,5.32,3350154357.0
000807,云铝股份,33.09,33.37,31.37,32.54,32.22,0.99,2965251567.0
000838,*ST发展,2.33,2.47,2.33,2.42,2.55,-5.1,228188030.0
000858,五 粮 液,107.08,108.78,106.6,107.28,107.29,-0.01,3556634123.0
000895,双汇发展,25.56,25.91,25.43,25.9,25.56,1.33,323340693.0
000938,紫光股份,24.74,24.89,24.46,24.89,24.49,1.63,954170956.0
000958,电投产融,6.47,6.53,6.45,6.52,6.44,1.24,151079213.0
000977,浪潮信息,61.5,61.62,60.1,61.12,60.89,0.38,2163041709.0
000988,华工科技,75.75,78.63,75.67,78.15,74.78,4.51,4739902469.0
001280,中国铀业,90.0,95.35,87.88,94.89,88.01,7.82,2590002029.0
001289,龙源电力,15.52,15.71,15.4,15.53,15.52,0.06,72305227.0
001309,德明利,255.03,257.62,248.0,252.59,248.51,1.64,2293690729.0
001389,广合科技,108.0,110.67,104.29,107.8,105.28,2.39,1243535441.0
002001,新 和 成,26.66,27.49,26.0,27.4,26.24,4.42,1238091706.0
