序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920305,云创退,1.2,29.03,0.27,155239.0,17665731.41,31.18,1.2,0.91,0.92,0.93,1.01,19.14,-7.07,0.33,158851350.0,97321050.0,0.0,0.0,-81.54,-88.11
2,920266,生物谷,8.75,26.45,1.83,232230.0,196894823.33,32.08,8.99,6.77,6.89,6.92,5.35,19.6,-57.77,1.24,1085000061.0,1036791499.0,0.0,0.0,8.43,-3.53
3,688192,迪哲医药-U,67.6,20.01,11.27,157964.0,1056557670.0,9.94,67.6,62.0,62.66,56.33,1.98,3.42,-82.27,25.37,31445210919.0,31178072619.0,0.0,0.0,10.73,17.36
4,688166,博瑞医药,35.44,20.01,5.91,120833.0,412524776.0,19.3,35.44,29.74,30.19,29.53,1.45,2.77,415.46,5.32,15444574481.0,15444574481.0,0.0,0.0,-39.11,-27.73
5,301520,万邦医药,58.79,20.0,9.8,176762.0,964698380.56,23.66,58.79,47.2,48.0,48.99,1.16,54.06,-5231.01,3.66,5477545019.0,1922341464.0,0.0,0.15,84.64,108.4
6,300528,幸福蓝海,16.99,19.99,2.83,389898.0,633217887.28,18.43,16.99,14.38,14.49,14.16,2.02,10.46,-378.14,16.5,6330610837.0,6330610837.0,0.0,0.0,-0.29,-18.28
7,300149,睿智医药,10.39,19.98,1.73,739567.0,750365469.37,19.86,10.39,8.67,8.75,8.66,2.83,15.58,-71.24,4.04,5173845877.0,4930714443.0,0.0,0.0,-9.02,8.68
8,300231,银信科技,9.08,19.95,1.51,517141.0,446358624.36,20.74,9.08,7.51,7.55,7.57,5.76,11.63,78.94,2.55,4038298683.0,4038091523.0,0.0,0.0,-21.25,-12.52
9,300692,中赋科技,9.67,18.22,1.49,1023459.0,959526177.24,20.78,9.82,8.12,8.21,8.18,10.31,19.95,75.89,1.71,5437210042.0,4961503336.0,-0.21,-1.12,12.18,15.12
10,688046,药康生物,28.81,17.02,4.19,240516.0,678745786.0,19.98,29.54,24.62,24.79,24.62,2.53,5.87,62.69,5.37,11812100000.0,11812100000.0,0.03,-0.17,56.07,89.91
11,688333,铂力特,116.2,16.71,16.64,324271.0,3777863144.0,17.55,119.47,102.0,102.0,99.56,1.64,11.82,475.03,6.4,31876236619.0,31876236619.0,0.0,-0.15,21.42,4.28
12,300683,海特生物,29.5,16.51,4.18,193872.0,543191225.28,19.79,30.08,25.07,25.3,25.32,2.83,15.88,-41.89,1.81,3861384535.0,3600889210.0,0.1,0.48,-16.26,6.38
13,688433,华曙高科,96.65,15.0,12.61,106088.0,1015325730.0,23.41,100.85,81.18,81.18,84.04,1.75,2.55,-2755.94,19.1,40165569918.0,40165569918.0,0.64,0.74,17.24,46.17
14,688265,南模生物,40.4,14.61,5.15,35972.0,144725598.0,18.87,42.3,35.65,35.65,35.25,3.48,4.61,1151.83,1.85,3149725925.0,3149725925.0,-0.71,-0.83,-7.45,-1.2
15,688621,阳光诺和,58.0,14.44,7.32,110969.0,630935283.0,21.05,59.66,48.99,48.99,50.68,4.56,9.91,78.72,5.27,6496000000.0,6496000000.0,-0.28,-0.26,-13.38,-6.41
16,300255,常山药业,28.7,13.71,3.46,935517.0,2610417259.28,16.28,29.35,25.24,25.51,25.24,1.73,10.2,1123.19,21.8,26377047199.0,26335790949.0,0.07,0.46,-36.01,-53.78
17,300204,舒泰神,26.26,13.68,3.16,749833.0,1924372949.83,17.97,26.96,22.81,22.81,23.1,1.68,16.53,-371.99,15.49,12546307294.0,11913229796.0,0.08,0.23,-16.66,-3.88
18,300561,汇金科技,17.93,13.12,2.08,527661.0,907968687.91,17.22,18.49,15.76,15.83,15.85,1.31,21.89,-518.24,10.31,5882975992.0,4322162302.0,0.22,0.34,5.84,22.14
19,688321,微芯生物,31.78,12.58,3.55,459316.0,1426858696.0,18.67,33.28,28.01,28.01,28.23,4.01,11.26,124.48,5.78,14076674101.0,12960143039.0,-0.22,0.6,0.67,8.98
20,920367,新赣江,29.2,12.57,3.26,109720.0,314494666.96,24.87,31.49,25.04,25.09,25.94,1.31,26.13,166.44,4.29,2069148500.0,1226183278.0,0.1,-0.1,49.21,44.99
21,300551,古鳌科技,9.94,12.57,1.11,245522.0,238819713.32,16.87,10.26,8.77,8.78,8.83,2.87,7.24,-24.51,11.03,3380224620.0,3370384209.0,0.51,0.3,-29.75,-40.26
22,688796,百奥赛图,131.93,12.38,14.53,43986.0,565379459.0,19.17,139.9,117.4,117.98,117.4,1.75,11.39,141.68,25.84,58959308551.0,5093487211.0,0.02,0.48,30.78,150.82
23,300765,石药创新,42.0,12.33,4.61,339867.0,1399395700.82,15.97,43.4,37.43,37.43,37.39,1.54,2.42,-157.14,22.89,58992903648.0,58992903648.0,0.12,1.18,23.53,16.44
24,300044,*ST赛为,5.7,12.2,0.62,340590.0,184484142.4,15.16,5.83,5.06,5.1,5.08,1.55,4.76,-101.5,-3.8,4354054600.0,4077655757.0,0.0,0.18,-13.24,42.86
