代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.43,11.54,11.39,11.52,11.46,0.52,1583294869.0
000021,深科技,28.15,29.34,28.0,29.23,28.6,2.2,2436914512.0
000063,中兴通讯,35.82,36.99,35.57,36.42,36.01,1.14,3518802208.0
000100,TCL科技,4.24,4.33,4.22,4.32,4.26,1.41,1784005700.0
000166,申万宏源,4.68,4.75,4.67,4.74,4.68,1.28,360362545.0
000301,东方盛虹,12.73,13.28,12.52,13.26,13.06,1.53,637034505.0
000333,美的集团,80.55,81.94,80.45,81.31,80.45,1.07,2684108096.0
000338,潍柴动力,30.0,30.3,29.66,30.15,30.08,0.23,2213855173.0
000408,藏格矿业,88.1,91.29,87.23,91.01,88.73,2.57,1228242613.0
000425,徐工机械,10.81,10.88,10.2,10.3,10.04,2.59,1893475065.0
000538,云南白药,54.5,54.79,54.22,54.63,54.84,-0.38,469866638.0
000568,泸州老窖,100.5,103.0,100.38,101.73,100.2,1.53,1242514761.0
000617,中油资本,9.35,9.52,9.35,9.49,9.34,1.61,1275678948.0
000630,铜陵有色,5.97,6.35,5.94,6.33,6.24,1.44,1814336790.0
000636,风华高科,23.84,25.88,23.58,25.28,24.44,3.44,2870425763.0
000651,格力电器,39.99,40.88,39.6,40.47,38.44,5.28,8098172738.0
000657,中钨高新,52.07,57.31,51.8,57.31,52.1,10.0,4551254146.0
000725,京东方Ａ,4.14,4.18,4.12,4.17,4.15,0.48,1719219083.0
000776,广发证券,21.09,21.35,20.88,21.28,21.1,0.85,1920059775.0
000792,盐湖股份,36.61,39.65,36.48,39.5,37.02,6.7,5996234286.0
000807,云铝股份,32.35,33.26,32.29,33.12,32.49,1.94,1217691398.0
000838,*ST发展,1.8,1.92,1.8,1.86,1.89,-1.59,196345060.0
000858,五 粮 液,97.88,98.58,97.04,98.34,100.2,-1.86,3316572049.0
000895,双汇发展,28.35,28.65,27.58,27.62,29.1,-5.09,481648731.0
000938,紫光股份,32.5,33.62,31.89,32.42,31.58,2.66,8334139055.0
000958,电投产融,5.9,6.02,5.87,5.99,5.92,1.18,192965150.0
000977,浪潮信息,70.48,73.0,69.69,72.28,70.83,2.05,3666763891.0
000988,华工科技,114.39,120.5,114.39,119.04,115.59,2.98,9870030169.0
001280,中国铀业,82.04,84.45,81.26,83.84,82.32,1.85,874005614.0
001289,龙源电力,16.19,16.4,16.11,16.18,16.25,-0.43,124177461.0
001309,德明利,491.22,525.0,485.5,522.93,496.39,5.35,8888423742.0
001389,广合科技,163.01,167.1,159.22,164.0,165.11,-0.67,1521822636.0
002001,新 和 成,34.35,35.25,34.06,34.96,35.39,-1.22,1301777459.0
002008,大族激光,104.0,105.87,101.17,103.34,105.22,-1.79,3878639317.0
002027,分众传媒,6.28,6.45,6.25,6.42,6.1,5.25,1872117403.0
002028,思源电气,195.0,197.77,193.47,196.86,195.25,0.82,1934016739.0
002049,紫光国微,73.75,76.18,73.22,75.88,74.43,1.95,2322960989.0
002050,三花智控,43.9,45.08,43.78,44.82,44.16,1.49,3054568789.0
002080,中材科技,52.75,57.58,52.66,56.9,53.38,6.59,3250615918.0
002142,宁波银行,33.01,33.64,33.0,33.55,33.25,0.9,929755574.0
002156,通富微电,49.3,49.84,48.11,49.5,50.25,-1.49,4554674541.0
002179,中航光电,35.29,36.48,35.27,36.25,35.54,2.0,977273048.0
002185,华天科技,12.65,12.91,12.57,12.77,12.65,0.95,1412657229.0
002202,金风科技,25.23,25.89,25.07,25.73,25.51,0.86,3316064727.0
002230,科大讯飞,47.68,48.18,47.01,48.06,49.17,-2.26,2342237705.0
002241,歌尔股份,24.2,24.83,23.82,24.7,24.39,1.27,2125622679.0
002281,光迅科技,132.53,137.3,128.9,132.87,137.0,-3.01,7546946812.0
002311,海大集团,49.08,50.5,48.81,49.81,49.12,1.4,613452818.0
002352,顺丰控股,37.4,37.57,36.67,36.84,37.02,-0.49,1369028167.0
002353,杰瑞股份,124.33,128.82,123.4,127.25,125.03,1.78,1448863852.0
002371,北方华创,510.22,517.22,502.2,510.71,517.21,-1.26,4737543676.0
002379,宏桥控股,25.05,25.38,24.61,25.26,25.2,0.24,538056763.0
002384,东山精密,180.61,189.12,176.88,184.25,183.9,0.19,16651293753.0
002409,雅克科技,83.29,84.25,80.25,83.94,83.62,0.38,1206810406.0
002415,海康威视,34.5,35.3,34.29,34.81,34.65,0.46,2036328451.0
002428,云南锗业,68.61,70.33,68.12,69.22,69.68,-0.66,5114732466.0
002460,赣锋锂业,81.81,87.15,80.84,86.9,82.1,5.85,7223688906.0
002463,沪电股份,101.0,104.14,99.05,101.98,101.88,0.1,5596494109.0
002466,天齐锂业,73.0,75.8,71.07,75.52,72.53,4.12,8672043200.0
002475,立讯精密,68.0,69.77,66.5,68.64,69.88,-1.77,14341701763.0
002484,江海股份,37.14,38.5,36.4,38.18,37.64,1.43,1861519108.0
002493,荣盛石化,13.03,13.68,12.93,13.64,13.03,4.68,1207432887.0
002565,顺灏股份,18.28,19.09,18.17,18.52,18.85,-1.75,2636094455.0
002594,比亚迪,101.47,105.64,101.0,105.4,101.48,3.86,11021927729.0
002600,领益智造,13.87,14.14,13.75,14.03,13.96,0.5,1042364870.0
002602,世纪华通,17.39,17.7,17.16,17.58,17.24,1.97,2345159545.0
002648,卫星化学,29.1,29.58,28.68,29.23,29.0,0.79,1544896506.0
002653,海思科,56.32,57.49,55.43,55.53,57.08,-2.72,274924382.0
002709,天赐材料,54.12,59.32,53.58,59.32,54.23,9.39,10300775598.0
002714,牧原股份,43.44,45.39,43.39,44.62,43.3,3.05,3083446084.0
002736,国信证券,10.9,11.14,10.9,11.12,10.96,1.46,463554394.0
002816,*ST和科,23.81,24.2,23.69,23.93,23.95,-0.08,43081739.0
002837,英维克,92.27,95.8,92.27,94.5,92.84,1.79,2811636703.0
002851,麦格米特,110.0,115.61,109.5,115.61,105.1,10.0,2611106670.0
002916,深南电路,308.5,318.34,302.0,314.51,314.93,-0.13,3042334300.0
002938,鹏鼎控股,73.47,75.13,72.33,72.82,74.62,-2.41,2293162010.0
003816,中国广核,4.71,4.72,4.48,4.54,4.71,-3.61,1055945366.0
159516,半导体设备ETF国泰,0.96,0.974,0.942,0.974,0.974,0.0,1631162088
159558,半导体设备ETF易方达,2.245,2.284,2.212,2.284,2.287,-0.13,342083963
300014,亿纬锂能,70.2,74.38,69.74,74.1,70.43,5.21,6900083383.0
300015,爱尔眼科,11.01,11.07,10.88,10.95,11.08,-1.17,1093451994.0
300024,机器人,14.23,14.72,14.23,14.65,14.36,2.02,272485475.0
300033,同花顺,227.89,234.2,226.39,233.45,231.2,0.97,2878044339.0
300054,鼎龙股份,58.48,59.23,56.78,58.97,59.2,-0.39,2090145696.0
300059,东方财富,20.02,20.32,20.0,20.26,20.16,0.5,4998154051.0
300124,汇川技术,61.99,67.67,61.8,67.59,61.36,10.15,5844835678.0
300136,信维通信,87.22,88.42,83.2,85.51,87.49,-2.26,8727422089.0
300223,北京君正,125.0,126.89,120.86,125.32,124.02,1.05,4692752412.0
300274,阳光电源,129.0,138.88,127.0,138.07,129.89,6.3,15550886605.0
300285,国瓷材料,36.74,37.34,36.39,36.98,37.05,-0.19,1563496426.0
300308,中际旭创,816.23,863.0,816.23,846.0,825.0,2.55,21221971380.0
300394,天孚通信,305.0,317.5,305.0,311.09,309.8,0.42,7938064476.0
300408,三环集团,81.28,83.66,79.7,82.01,81.68,0.4,2380945364.0
300433,蓝思科技,25.37,25.91,25.3,25.82,25.62,0.78,1357760740.0
300442,润泽科技,87.38,92.95,86.63,90.44,88.31,2.41,4148704323.0
300475,香农芯创,169.06,175.95,169.06,174.3,171.61,1.57,8451876050.0
300476,胜宏科技,306.0,343.1,304.0,333.87,313.06,6.65,20451542981.0
300498,温氏股份,15.75,16.43,15.7,16.12,15.73,2.48,1038430216.0
300502,新易盛,529.0,549.5,526.0,537.0,535.46,0.29,14843249572.0
300555,ST路通,13.47,13.85,13.31,13.45,13.46,-0.07,25485308.0
300567,精测电子,138.83,139.66,133.62,135.99,137.74,-1.27,1331388526.0
300604,长川科技,178.84,180.58,171.93,174.3,179.31,-2.79,4867648520.0
300620,光库科技,233.18,241.5,233.01,235.25,238.7,-1.45,2797807232.0
300661,圣邦股份,86.0,88.8,84.26,88.0,88.35,-0.4,2704919401.0
300666,江丰电子,168.0,175.76,162.29,175.39,179.37,-2.22,3333671208.0
300750,宁德时代,432.0,445.15,428.0,445.0,427.67,4.05,16473164318.0
300751,迈为股份,218.98,224.5,214.5,221.36,222.98,-0.73,2128068768.0
300757,罗博特科,483.0,497.6,483.0,488.32,506.05,-3.5,3300641356.0
300760,迈瑞医疗,162.3,169.01,162.11,168.4,161.11,4.52,3272550513.0
300857,协创数据,255.01,279.98,255.01,271.77,261.0,4.13,9487415529.0
300999,金龙鱼,27.57,28.1,27.47,28.04,27.54,1.82,273382148.0
301165,锐捷网络,91.81,95.58,91.52,91.55,93.18,-1.75,988710292.0
301200,大族数控,183.0,187.8,180.44,185.11,185.1,0.01,597717594.0
301217,铜冠铜箔,57.97,70.98,57.89,70.98,59.15,20.0,4999915810.0
301308,江波龙,381.1,416.3,380.01,414.3,381.7,8.54,9193011935.0
301377,鼎泰高科,222.99,235.0,220.82,228.0,223.0,2.24,805060496.0
301511,德福科技,67.72,73.61,67.24,72.0,67.69,6.37,3863278250.0
301526,国际复材,15.6,17.37,15.3,17.04,15.92,7.04,4462465575.0
301666,大普微-UW,275.0,302.88,262.0,296.0,252.81,17.08,2871068114.0
302132,中航成飞,66.77,68.09,66.7,67.32,66.78,0.81,412171625.0
589130,科创芯片ETF易方达,1.122,1.149,1.106,1.148,1.144,0.35,78934185
600000,浦发银行,9.36,9.39,9.32,9.38,9.37,0.11,575654687.0
600010,包钢股份,2.6,2.79,2.56,2.76,2.74,0.73,3920623535.0
600011,华能国际,6.87,7.02,6.87,7.02,6.91,1.59,1168079624.0
600015,华夏银行,7.17,7.24,7.11,7.23,7.19,0.56,394540671.0
600016,民生银行,3.72,3.74,3.72,3.74,3.73,0.27,520871871.0
600018,上港集团,4.9,4.93,4.89,4.93,4.9,0.61,153473276.0
600019,宝钢股份,6.34,6.49,6.34,6.48,6.37,1.73,626041117.0
600023,浙能电力,5.84,5.84,5.67,5.72,5.89,-2.89,580071542.0
600025,华能水电,9.6,9.62,9.5,9.6,9.67,-0.72,274691550.0
600026,中远海能,21.3,21.8,21.2,21.74,21.05,3.28,1459354190.0
600028,中国石化,5.4,5.5,5.35,5.42,5.35,1.31,4187047047.0
600029,南方航空,5.42,5.52,5.41,5.5,5.44,1.1,423567305.0
600030,中信证券,27.15,27.38,27.02,27.32,27.3,0.07,4043461098.0
600031,三一重工,20.07,20.5,20.07,20.5,20.14,1.79,2014592662.0
600036,招商银行,38.91,39.02,38.34,38.5,39.6,-2.78,9780526575.0
600039,四川路桥,8.97,8.99,8.68,8.74,9.02,-3.1,326043694.0
600050,中国联通,4.52,4.55,4.51,4.54,4.53,0.22,664034471.0
600089,特变电工,26.85,27.3,26.48,27.25,26.84,1.53,3489385253.0
600104,上汽集团,13.57,13.7,13.55,13.69,13.6,0.66,464735450.0
600111,北方稀土,47.5,50.95,47.49,50.95,46.32,10.0,9352752885.0
600115,中国东航,4.3,4.37,4.27,4.36,4.32,0.93,510908368.0
600118,中国卫星,96.01,98.87,96.01,97.93,96.99,0.97,4337421701.0
600150,中国船舶,41.0,41.48,40.84,41.16,41.32,-0.39,4611467363.0
600160,巨化股份,36.82,37.39,36.33,36.82,36.22,1.66,1582004064.0
600176,中国巨石,34.18,36.26,34.15,35.7,34.5,3.48,6292092907.0
600183,生益科技,76.66,80.87,75.98,78.0,76.62,1.8,5810891333.0
600188,兖矿能源,21.13,23.6,21.13,23.17,21.46,7.97,2167399819.0
600236,桂冠电力,10.08,10.11,9.91,10.01,10.16,-1.48,221795361.0
600276,恒瑞医药,54.83,55.08,54.2,54.99,54.84,0.27,3232737364.0
600302,ST标准,9.5,9.68,9.25,9.54,9.56,-0.21,76277733.0
600309,万华化学,89.05,90.45,88.53,90.35,89.48,0.97,2750184474.0
600346,恒力石化,21.48,22.38,20.93,22.22,21.56,3.06,954653121.0
