代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.91,10.97,10.77,10.82,10.99,-1.55,943329311.39
000021,深科技,37.51,40.35,37.5,39.68,38.3,3.6,6550356936.71
000063,中兴通讯,36.36,38.5,36.03,37.74,36.44,3.57,9066393552.4
000100,TCL科技,4.72,5.03,4.68,4.92,4.74,3.8,10364390980.15
000166,申万宏源,4.39,4.43,4.28,4.32,4.41,-2.04,390975275.35
000301,东方盛虹,11.86,11.87,11.48,11.62,11.88,-2.19,221892767.36
000333,美的集团,82.05,83.48,81.8,82.42,82.61,-0.23,2019048244.99
000338,潍柴动力,32.29,33.98,31.75,33.74,32.27,4.56,2890569085.25
000408,藏格矿业,79.0,79.39,77.02,77.65,79.9,-2.82,697976904.2
000425,徐工机械,9.34,9.64,9.28,9.45,9.37,0.85,925407425.18
000538,云南白药,49.13,49.45,48.46,48.6,49.15,-1.12,352907956.78
000568,泸州老窖,87.4,88.33,86.6,86.6,87.55,-1.09,642332463.24
000617,中油资本,7.6,7.65,7.43,7.46,7.67,-2.74,656108167.47
000630,铜陵有色,6.85,6.87,6.66,6.69,7.07,-5.37,3235531025.39
000636,风华高科,58.8,64.59,58.8,63.5,60.54,4.89,10425520143.27
000651,格力电器,39.5,39.86,38.8,38.88,39.5,-1.57,1531421749.62
000657,中钨高新,70.5,74.81,69.0,74.33,71.71,3.65,7680795539.2
000725,京东方Ａ,5.69,6.15,5.69,6.15,5.59,10.02,19950265963.81
000776,广发证券,19.21,19.54,18.93,19.15,19.28,-0.67,1080943236.19
000792,盐湖股份,30.0,30.18,29.2,29.35,30.24,-2.94,2522910976.23
000807,云铝股份,29.82,29.9,28.41,28.6,30.49,-6.2,2848276963.36
000838,*ST发展,1.78,1.82,1.73,1.73,1.82,-4.95,51280714.0
000858,五 粮 液,82.35,82.79,81.1,81.1,82.35,-1.52,1668519853.96
000895,双汇发展,24.63,24.78,24.28,24.33,24.63,-1.22,208764574.41
000938,紫光股份,27.54,28.18,27.21,27.72,28.22,-1.77,3484422702.16
000958,电投产融,6.16,6.22,6.06,6.21,6.2,0.16,334069307.81
000977,浪潮信息,63.01,64.1,62.08,63.36,64.22,-1.34,3303090597.88
000988,华工科技,150.01,161.09,150.01,158.36,154.39,2.57,11919691501.9
001280,中国铀业,71.8,72.88,70.5,71.78,73.42,-2.23,696519876.46
001289,龙源电力,18.85,20.23,18.64,19.31,18.83,2.55,456612765.87
001309,德明利,612.58,680.85,612.58,680.85,618.95,10.0,12689023776.01
001389,广合科技,173.98,183.83,173.2,182.61,177.55,2.85,1758923520.51
002001,新 和 成,29.88,30.93,29.63,30.68,30.07,2.03,1100613793.96
002008,大族激光,129.75,138.0,126.59,134.65,130.6,3.1,8942412428.52
002027,分众传媒,5.49,5.52,5.41,5.44,5.5,-1.09,492231895.52
002028,思源电气,190.01,198.77,190.0,192.8,194.13,-0.69,2188446073.82
002049,紫光国微,75.66,78.16,75.36,77.27,77.09,0.23,2058183985.91
